id,name,state,zip,website
5554,WADE GORDON HAIRDRESSING ACADEMY,TX,79109,www.wadegordonacademy.com/
5555,AMERICAN INTERCONTINENTAL UNIVERSITY-HOUSTON,TX,77042,www.aiuniv.edu/online-campus/campus-locations/houston
5556,COLUMBUS COLLEGE OF ART AND DESIGN,OH,43215,www.ccad.edu/
5557,GREENE COUNTY CAREER AND TECHNOLOGY CENTER,PA,15370,www.greenectc.org/
5558,UNIVERSITY OF ARKANSAS AT LITTLE ROCK,AR,72204,ualr.edu/www/
5559,THOMAS AQUINAS COLLEGE,CA,93060,https://thomasaquinas.edu/
5560,UNIVERSITY OF DUBUQUE,IA,52001,www.dbq.edu/
5561,SAN DIEGO MIRAMAR COLLEGE,CA,92126,www.sdmiramar.edu/
5562,COSSATOT COMMUNITY COLLEGE OF THE UNIVERSITY OF ARKANSAS,AR,71832,www.cccua.edu/
5563,LAMAR COMMUNITY COLLEGE,CO,81052,https://www.lamarcc.edu/
5564,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER,TX,75390,www.utsouthwestern.edu/
5565,MCHENRY COUNTY COLLEGE,IL,60012,www.mchenry.edu/
5566,SOUTHWESTERN ASSEMBLIES OF GOD UNIVERSITY,TX,75165,www.sagu.edu/
5567,THE UNIVERSITY OF TEXAS AT EL PASO,TX,79968,www.utep.edu/
5568,ICPR JUNIOR COLLEGE-ARECIBO,PR,00614,www.icprjc.edu/
5569,COLEGIO MAYOR DE TECNOLOGIA INC,PR,00714,www.cmtarroyo.com/
5570,COLUMBIA INSTITUTE,MD,20906,www.ccdc.edu/
5571,MANHATTAN SCHOOL OF COMPUTER TECHNOLOGY,NY,11230,www.manhattanschool.edu/
5572,SPA TECH INSTITUTE-IPSWICH,MA,01938,www.spatech.edu/
5573,CONSERVATORY OF RECORDING ARTS AND SCIENCES,AZ,85282,www.cras.edu/
5574,PREMIERE CAREER COLLEGE,CA,91706,www.premierecollege.edu/
5575,LANCASTER BEAUTY SCHOOL,CA,93534,lancasterbeautyschool.com/
5576,FLORIDA INSTITUTE OF ULTRASOUND INC,FL,32514,www.fiupensacola.edu/
5577,THE COLLEGE OF SAINT SCHOLASTICA,MN,55811,www.css.edu/
5578,COTTEY COLLEGE,MO,64772,https://www.cottey.edu/
5579,CENTRAL CALIFORNIA SCHOOL OF CONTINUING EDUCATION,CA,93401,ccsce.org/
5580,POLK STATE COLLEGE,FL,33881,www.polk.edu/
5581,HEBREW THEOLOGICAL COLLEGE,IL,60077,www.htc.edu/
5582,CONTINENTAL SCHOOL OF BEAUTY CULTURE-OLEAN,NY,14760,continentalschoolofbeauty.edu/
5583,ANDERSON UNIVERSITY,SC,29621,www.andersonuniversity.edu/
5584,NORTH CAROLINA CENTRAL UNIVERSITY,NC,27707,https://www.nccu.edu/
5585,GALEN COLLEGE OF NURSING-ARH,KY,41701,www.galencollege.edu/nursing-programs/hazard/
5586,BERKOWITS SCHOOL OF ELECTROLYSIS,NY,11375,estheticsschoolny.com/
5587,PUERTO RICO SCHOOL OF NURSE ANESTHETISTS,PR,00918,https://www.eeapr.org/
5588,NUC UNIVERSITY - IBC INSTITUTE - ARECIBO,PR,00612,NOT AVAILABLE
5589,"STELLAR CAREER COLLEGE - CHICAGO, IL",IL,60603,NOT AVAILABLE
5590,D&S SCHOOL OF COSMETOLOGY,MI,48328,Dandsschoolofcosmetology.com
5591,NEW YORK SEMINARY,NY,11218,thenyseminary.com/
5592,SOUTHERN CALIFORNIA HEALTH INSTITUTE (SOCHI) - NORTH HOLLYWOOD,CA,91601,NOT AVAILABLE
5593,FORTIS INSTITUTE-COOKEVILLE,TN,38501,www.fortis.edu
5594,TEXAS HEALTHTECH INSTITUTE,TX,77707,www.texashealthtech.com
5595,WEST VIRGINIA JUNIOR COLLEGE-UNITED CAREER INSTITUTE,PA,15642,unitedcareer.edu
5596,AI MIAMI INTERNATIONAL UNIVERSITY OF ART AND DESIGN,FL,33132,www.artinstitutes.edu/miami/
5597,PITC INSTITUTE,PA,19095,pitc.edu/index.html
5598,FLORIDA CAREER COLLEGE-HIALEAH,FL,33012,https://www.floridacareercollege.edu/
5599,DAVINES PROFESSIONAL ACADEMY OF BEAUTY AND BUSINESS,NE,68516,davinesproacademy.edu/
5600,THE SALON PROFESSIONAL ACADEMY,IL,60404,www.thesalonprofessionalacademy.com/
5601,UNIVERSITY OF FLORIDA,FL,32611,www.ufl.edu/
5602,ANSON COLLEGE OF COSMETOLOGY,NC,28170,ansoncollegeofcosmetology.com/
5603,MOUNT SAINT JOSEPH UNIVERSITY,OH,45233,www.msj.edu/
5604,NATIONAL PERSONAL TRAINING INSTITUTE,FL,32789,nptiflorida.edu/npti-orlando/
5605,SIMMONS UNIVERSITY,MA,02115,www.simmons.edu/
5606,NORTHEASTERN OKLAHOMA A&M COLLEGE,OK,74354,www.neo.edu/
5607,FORSYTH TECHNICAL COMMUNITY COLLEGE,NC,27103,https://www.forsythtech.edu/
5608,UNIVERSITY OF WISCONSIN-PARKSIDE,WI,53144,https://www.uwp.edu/
5609,MARQUETTE UNIVERSITY,WI,53233,www.marquette.edu/
5610,BELMONT COLLEGE,OH,43950,www.belmontcollege.edu/
5611,EUROPEAN MASSAGE THERAPY SCHOOL-LAS VEGAS,NV,89117,www.school-for-massage.com/
5612,HERZING UNIVERSITY-AKRON,OH,44306,https://www.herzing.edu/
5613,LE MOYNE-OWEN COLLEGE,TN,38126,www.loc.edu/
5614,RADFORD M LOCKLIN TECHNICAL COLLEGE,FL,32570,www.locklintech.com/
5615,DENHAM SPRINGS BEAUTY SCHOOL,LA,70726,www.dsbeautyschool.org/
5616,APPALACHIAN COLLEGE OF PHARMACY,VA,24631,www.acp.edu/
5617,WILLIAMSBURG TECHNICAL COLLEGE,SC,29556,www.wiltech.edu/
5618,MOORE NORMAN TECHNOLOGY CENTER,OK,73069,www.mntc.edu/
5619,JOHN C CALHOUN STATE COMMUNITY COLLEGE,AL,35671,https://calhoun.edu/
5620,HAYS ACADEMY OF HAIR DESIGN,KS,67401,haysacademy.com/
5621,WESTERN MICHIGAN UNIVERSITY,MI,49008,https://wmich.edu/
5622,CENTRAL LAKES COLLEGE-BRAINERD,MN,56401,www.clcmn.edu/
5623,ITAWAMBA COMMUNITY COLLEGE,MS,38843,www.iccms.edu/
5624,SPARTANBURG METHODIST COLLEGE,SC,29301,https://www.smcsc.edu/
5625,UNIVERSITY OF CINCINNATI-CLERMONT COLLEGE,OH,45103,www.ucclermont.edu/
5626,LYNNES WELDING TRAINING,ND,58102,learntoweld.com/
5627,DEVRY UNIVERSITY-NEVADA,NV,89074,https://www.devry.edu/
5628,DEVRY UNIVERSITY-TEXAS,TX,75063,https://www.devry.edu/
5629,VIRGINIA MILITARY INSTITUTE,VA,24450,www.vmi.edu/
5630,PENNSYLVANIA STATE UNIVERSITY-PENN STATE YORK,PA,17403,york.psu.edu/
5631,BETHEL UNIVERSITY,TN,38201,www.bethelu.edu/
5632,YAHWEH BEAUTY ACADEMY,TX,76543,www.yahwehbeautyacademy.com/
5633,UNIVERSITY OF WISCONSIN-LA CROSSE,WI,54601,www.uwlax.edu/
5634,WISCONSIN INDIANHEAD TECHNICAL COLLEGE,WI,54871,https://www.witc.edu/
5635,BALDWIN WALLACE UNIVERSITY,OH,44017,https://www.bw.edu/
5636,UNIVERSITY OF EAST-WEST MEDICINE,CA,94085,www.uewm.edu/
5637,MONTESSORI CASA INTERNATIONAL,CO,80230,www.mcidenver.edu/
5638,CITY COLLEGES OF CHICAGO-KENNEDY-KING COLLEGE,IL,60621,www.ccc.edu/colleges/kennedy/pages/default.aspx
5639,EMILY GRIFFITH TECHNICAL COLLEGE,CO,80203,www.emilygriffith.edu/
5640,INTERNATIONAL SALON AND SPA ACADEMY,CO,80918,https://www.csbeautyschools.com/
5641,UNIVERSITY OF CONNECTICUT-WATERBURY CAMPUS,CT,06702,waterbury.uconn.edu/
5642,THE UNIVERSITY OF TENNESSEE-MARTIN,TN,38238,www.utm.edu/
5643,AUTRY TECHNOLOGY CENTER,OK,73703,autrytech.edu/
5644,ANABAPTIST MENNONITE BIBLICAL SEMINARY,IN,46517,www.ambs.edu/
5645,TRICOCI UNIVERSITY OF BEAUTY CULTURE-HIGHLAND,IN,46322,www.tricociuniversity.edu/
5646,BALTIMORE STUDIO OF HAIR DESIGN,MD,21201,www.baltimorestudio.com/
5647,COLLEGE FOR CREATIVE STUDIES,MI,48202,https://www.collegeforcreativestudies.edu/
5648,CARLETON COLLEGE,MN,55057,https://www.carleton.edu/
5649,NAZARETH COLLEGE,NY,14618,https://www2.naz.edu/
5650,WESLEY BIBLICAL SEMINARY,MS,39157,https://www.wbs.edu/
5651,THE SALON PROFESSIONAL ACADEMY-NASHVILLE,TN,37214,www.nashvillebeautyschool.com/
5652,LUNA COMMUNITY COLLEGE,NM,87701,www.luna.edu/
5653,PLATT COLLEGE-MCCANN-MONROE,LA,71201,https://www.mccann.edu/
5654,WEST VIRGINIA WESLEYAN COLLEGE,WV,26201,www.wvwc.edu/
5655,CARIBBEAN FORENSIC AND TECHNICAL COLLEGE,PR,00907,https://www.caribbeanforensic.com/
5656,TOCCOA FALLS COLLEGE,GA,30598,https://tfc.edu/
5657,THE COLLEGE OF WOOSTER,OH,44691,https://www.wooster.edu/
5658,RABBINICAL ACADEMY MESIVTA RABBI CHAIM BERLIN,NY,11230,https://rabbinicalacademyrabbichaimberlin.com/
5659,MOUNT ALOYSIUS COLLEGE,PA,16630,www.mtaloy.edu/
5660,CENTER FOR ADVANCED LEGAL STUDIES,TX,77042,www.paralegal.edu/
5661,BROADVIEW UNIVERSITY-WEST JORDAN,UT,84088,https://www.broadviewuniversity.edu/
5662,LIVINGSTONE COLLEGE,NC,28144,www.livingstone.edu/
5663,MARIST COLLEGE,NY,12601,www.marist.edu/
5664,SAINT JOHN'S SEMINARY,MA,02135,www.sjs.edu/
5665,NORTH HENNEPIN COMMUNITY COLLEGE,MN,55445,https://www.nhcc.edu/
5666,CENTRAL METHODIST UNIVERSITY-COLLEGE OF LIBERAL ARTS AND SCIENCES,MO,65248,www.centralmethodist.edu/
5667,SWEET BRIAR COLLEGE,VA,24595,www.sbc.edu/
5668,INTER AMERICAN UNIVERSITY OF PUERTO RICO-GUAYAMA,PR,00784,www.guayama.inter.edu/
5669,JUDSON COLLEGE,AL,36756,www.judson.edu/
5670,JOLIE HAIR AND BEAUTY ACADEMY-LUDLOW,MA,01056,jolieacademy.com/
5671,JOHNSON COUNTY COMMUNITY COLLEGE,KS,66210,www.jccc.edu/
5672,MASSACHUSETTS COLLEGE OF ART AND DESIGN,MA,02115,www.massart.edu/
5673,PARK UNIVERSITY,MO,64152,www.park.edu/
5674,DAEMEN COLLEGE,NY,14226,www.daemen.edu/
5675,PCI ACADEMY-AMES,IA,50010,www.pci-academy.com/
5676,AVIATION INSTITUTE OF MAINTENANCE-ATLANTA,GA,30096,https://www.aviationmaintenance.edu/campuses/duluth-ga/index.html
5677,MILAN INSTITUTE-PALM DESERT,CA,92211,www.milaninstitute.edu/
5678,OMNITECH INSTITUTE,GA,30349,www.omnitech.edu/
5679,SKINWORKS SCHOOL OF ADVANCED SKINCARE,UT,84115,www.skinworks.edu/
5680,MOUNTWEST COMMUNITY AND TECHNICAL COLLEGE,WV,25701,www.mctc.edu/
5681,COLORADO STATE UNIVERSITY-SYSTEM OFFICE,CO,80202,www.csusystem.edu/
5682,ASHEVILLE-BUNCOMBE TECHNICAL COMMUNITY COLLEGE,NC,28801,www.abtech.edu/
5683,PIKE COUNTY JOINT VOCATIONAL SCHOOL DISTRICT,OH,45661,www.pikectc.org/
5684,CAREER TECHNOLOGY CENTER OF LACKAWANNA COUNTY,PA,18508,https://www.ctclc.edu/Page/516
5685,WESTMINSTER COLLEGE,UT,84105,www.westminstercollege.edu/
5686,NORTHEAST TECHNOLOGY CENTER-CLAREMORE,OK,74017,NOT AVAILABLE
5687,BUSHNELL UNIVERSITY,OR,97401,www.bushnell.edu/
5688,BRANDMAN UNIVERSITY,CA,92618,www.brandman.edu/
5689,LYON COLLEGE,AR,72501,www.lyon.edu/
5690,UNIVERSITY OF COLORADO SYSTEM OFFICE,CO,80203,www.cu.edu/
5691,CALIFORNIA INSTITUTE OF TECHNOLOGY,CA,91125,www.caltech.edu/
5692,CONCORD UNIVERSITY,WV,24712,https://www.concord.edu/
5693,CET-EL PASO,TX,79907,https://cetweb.edu/
5694,BIRTHWISE MIDWIFERY SCHOOL,ME,04009,www.birthwisemidwifery.edu/
5695,MILAN INSTITUTE-SPARKS,NV,89431,www.milaninstitute.edu/
5696,CONCORDE CAREER INSTITUTE-MIRAMAR,FL,33025,https://www.concorde.edu/campus/miramar-florida?SourceID=GOBRND&opti_ca=184111063&opti_ag=12068405503&opti_ad=229977911707&opti_key=kwd-11641010364&gc
5697,ATLANTIC TECHNICAL COLLEGE,FL,33063,www.atlantictechnicalcollege.edu/
5698,EASTERN MAINE COMMUNITY COLLEGE,ME,04401,www.emcc.edu/
5699,LAKE SUPERIOR COLLEGE,MN,55811,www.lsc.edu/
5700,MERIDIAN COMMUNITY COLLEGE,MS,39307,www.meridiancc.edu/
5701,AMERICAN INTERNATIONAL COLLEGE,MA,01109,www.aic.edu/
5702,TELSHE YESHIVA-CHICAGO,IL,60625,https://telsheyeshivachicago.com/
5703,ROBERT FIANCE BEAUTY SCHOOLS-WEST NEW YORK,NJ,07093,www.robertfiance.edu/
5704,GRATZ COLLEGE,PA,19027,https://www.gratz.edu/
5705,J'S BARBER COLLEGE,LA,70560,jsbarbercollege.com/
5706,EMPIRE BEAUTY SCHOOL-TAMPA,FL,33619,www.empire.edu/
5707,SUNCOAST TECHNICAL EDUCATION CENTER,FL,34604,www.sunteched.com/
5708,CALIFORNIA COLLEGE OF BARBERING AND COSMETOLOGY,CA,95210,calcbc.com/
5709,MICHAEL'S BARBER & HAIR STYLIST ACADEMY,TX,75062,barberstylistacademy.com/
5710,ADRIAN H. WALLACE BARBER ACADEMY,FL,32503,https://www.ahwbarberacademy.com/
5711,ADVANTAGE TECHNICAL COLLEGE-AGUADILLA,PR,00603,https://www.adtecpr.com/
5712,WINSTON SALEM BARBER SCHOOL,NC,27127,www.wsbarberschool.com/
5713,CONCORDIA SEMINARY,MO,63105,https://www.csl.edu/
5714,VIRGINIA UNIVERSITY OF LYNCHBURG,VA,24501,www.vul.edu/
5715,SAN DIEGO CULINARY INSTITUTE,CA,91942,www.sandiegoculinary.edu
5716,THE TEMPLE ANNAPOLIS-A PAUL MITCHELL PARTNER SCHOOL,MD,21401,templeannapolis.com/
5717,UNITED INTERNATIONAL COLLEGE,FL,33025,www.unilatina.edu/
5718,MORENO VALLEY COLLEGE,CA,92551,www.mvc.edu/
5719,MOUNT WACHUSETT COMMUNITY COLLEGE,MA,01440,mwcc.edu/
5720,PLATT COLLEGE-MCCANN-ALLENTOWN,PA,18109,www.mccann.edu/
5721,MESABI RANGE COLLEGE,MN,55792,https://www.mesabirange.edu/
5722,FRANCISCAN UNIVERSITY OF STEUBENVILLE,OH,43952,www.franciscan.edu/
5723,ISOTHERMAL COMMUNITY COLLEGE,NC,28160,https://www.isothermal.edu/
5724,WAYNE COUNTY COMMUNITY COLLEGE DISTRICT,MI,48226,www.wcccd.edu/
5725,ANDREW COLLEGE,GA,39840,www.andrewcollege.edu/
5726,CENTRAL LOUISIANA TECHNICAL COMMUNITY COLLEGE,LA,71301,www.cltcc.edu/
5727,CONWAY SCHOOL OF LANDSCAPE DESIGN,MA,01060,www.csld.edu/
5728,DEAN COLLEGE,MA,02038,www.dean.edu/
5729,DAKOTA COUNTY TECHNICAL COLLEGE,MN,55068,www.dctc.edu/
5730,PENNSYLVANIA STATE UNIVERSITY-PENN STATE WILKES-BARRE,PA,18627,wilkesbarre.psu.edu/
5731,ROSS MEDICAL EDUCATION CENTER-DAVISON,MI,48423,www.rosseducation.edu/
5732,UNIVERSITY OF NORTH TEXAS,TX,76203,www.unt.edu/
5733,SOUTH FLORIDA STATE COLLEGE,FL,33825,www.southflorida.edu/
5734,AIKEN TECHNICAL COLLEGE,SC,29829,https://www.atc.edu/
5735,SOUTH COLLEGE,TN,37909,www.south.edu/
5736,TEMPLE COLLEGE,TX,76504,www.templejc.edu/
5737,SHEAR FINESSE BEAUTY ACADEMY,FL,32225,www.shearfinessehairacademy.com/
5738,COLLEGE OF THE ALBEMARLE,NC,27906,www.albemarle.edu/
5739,CYBERTEX INSTITUTE OF TECHNOLOGY,TX,78752,cybertex.edu/
5740,ASHLAND COUNTY-WEST HOLMES CAREER CENTER,OH,44805,www.acwhcc.org/
5741,MUSKINGUM UNIVERSITY,OH,43762,www.muskingum.edu/
5742,TERRA STATE COMMUNITY COLLEGE,OH,43420,www.terra.edu/
5743,UNIVERSITY OF THE SCIENCES,PA,19104,www.usciences.edu/
5744,HIGH DESERT MEDICAL COLLEGE,CA,93534,www.hdmc.edu/
5745,CALIFORNIA STATE UNIVERSITY-SAN MARCOS,CA,92096,www.csusm.edu/
5746,QUINSIGAMOND COMMUNITY COLLEGE,MA,01606,www.qcc.edu/
5747,TOUGALOO COLLEGE,MS,39174,www.tougaloo.edu/
5748,AVEDA FREDRIC'S INSTITUTE-CINCINNATI,OH,45069,https://www.avedafi.edu/
5749,BARBER SCHOOL OF PITTSBURGH,PA,15220,bsp.edu/
5750,FORTIS INSTITUTE-LAWRENCEVILLE,NJ,08648,fortis.edu/
5751,LEWIS & CLARK COLLEGE,OR,97219,www.lclark.edu/
5752,AMERICAN BEAUTY COLLEGE,CA,91790,https://www.americanbeautycollege.edu/
5753,WESLEY COLLEGE,DE,19901,www.wesley.edu/
5754,DORSEY SCHOOL OF BUSINESS-ROSEVILLE,MI,48066,www.dorsey.edu/
5755,SMITH COLLEGE,MA,01063,www.smith.edu/
5756,MICHIGAN COLLEGE OF BEAUTY-MONROE,MI,48161,https://michigancollegebeauty.com/
5757,STATE FAIR COMMUNITY COLLEGE,MO,65301,https://www.sfccmo.edu/
5758,ST BONAVENTURE UNIVERSITY,NY,14778,www.sbu.edu/
5759,LOUISIANA STATE UNIVERSITY HEALTH SCIENCES CENTER-SHREVEPORT,LA,71103,www.lsuhs.edu/
5760,CITY POINTE BEAUTY ACADEMY,MO,64870,www.citypointebeauty.com/
5761,UNIVERSITY OF NEBRASKA AT KEARNEY,NE,68849,www.unk.edu/
5762,PACIFIC COLLEGE OF HEALTH AND SCIENCE,CA,92108,www.pacificcollege.edu/
5763,NATIONAL AMERICAN UNIVERSITY-GEORGETOWN,TX,78628,www.national.edu/locations/campuses/georgetown/
5764,DEVRY UNIVERSITY-ILLINOIS,IL,60618,https://www.devry.edu/
5765,DEWEY UNIVERSITY-CAROLINA,PR,00986,dewey.edu/
5766,BROWNSON TECHNICAL SCHOOL,CA,92805,https://brownson.edu/
5767,PAUL MITCHELL THE SCHOOL-TAMPA,FL,33625,paulmitchell.edu/tampa
5768,CHARTER OAK STATE COLLEGE,CT,06053,https://www.charteroak.edu/
5769,MOUNT ST. MARY'S UNIVERSITY,MD,21727,https://msmary.edu/
5770,CHADRON STATE COLLEGE,NE,69337,www.csc.edu/
5771,RUTGERS UNIVERSITY-CAMDEN,NJ,08102,https://www.camden.rutgers.edu/
5772,FORTIS INSTITUTE-WAYNE,NJ,07470,https://www.fortis.edu/
5773,BEAUTY TECHNICAL COLLEGE INC,OK,74465,www.beautytechnicalcollege.com/
5774,BELOIT COLLEGE,WI,53511,www.beloit.edu/
5775,EAST TEXAS BAPTIST UNIVERSITY,TX,75670,https://www.etbu.edu/
5776,EDWARD WATERS COLLEGE,FL,32209,www.ewc.edu/
5777,UNIVERSITY OF SOUTH FLORIDA-SARASOTA-MANATEE,FL,34243,usfsm.edu/
5778,RANKEN TECHNICAL COLLEGE,MO,63113,www.ranken.edu/
5779,GREENSBORO COLLEGE,NC,27401,https://www.greensboro.edu/
5780,NORTH CAROLINA A & T STATE UNIVERSITY,NC,27411,www.ncat.edu/
5781,MARION MILITARY INSTITUTE,AL,36756,www.marionmilitary.edu/
5782,MANHATTAN AREA TECHNICAL COLLEGE,KS,66503,https://manhattantech.edu/
5783,COLLEGE OF THE HOLY CROSS,MA,01610,www.holycross.edu/
5784,STRAYER UNIVERSITY-ARKANSAS,AR,72211,www.strayer.edu/campus-locations/arkansas/little-rock
5785,BUCKNER BARBER SCHOOL,TX,75217,bucknerbarberschool.com/
5786,MARSHALL UNIVERSITY,WV,25755,https://www.marshall.edu/
5787,THADDEUS STEVENS COLLEGE OF TECHNOLOGY,PA,17602,www.stevenscollege.edu/
5788,AVERETT UNIVERSITY,VA,24541,https://www.averett.edu/
5789,OHIO NORTHERN UNIVERSITY,OH,45810,www.onu.edu/
5790,MT HOOD COMMUNITY COLLEGE,OR,97030,www.mhcc.edu/
5791,UNIVERSIDAD CENTRAL DEL CARIBE,PR,00960,www.uccaribe.edu/
5792,CARRINGTON COLLEGE-SAN LEANDRO CAMPUS,CA,94578,https://carrington.edu/
5793,PIMA MEDICAL INSTITUTE-TUCSON,AZ,85712,pmi.edu/
5794,CALIFORNIA STATE POLYTECHNIC UNIVERSITY-POMONA,CA,91768,www.cpp.edu/
5795,UNIVERSITY OF COLORADO DENVER/ANSCHUTZ MEDICAL CAMPUS,CO,80217,www.ucdenver.edu/
5796,WEST VIRGINIA UNIVERSITY INSTITUTE OF TECHNOLOGY,WV,25801,www.wvutech.edu/
5797,UNIVERSAL COLLEGE OF BEAUTY INC-LOS ANGELES 2,CA,90008,www.universalcollegeofbeauty.com/
5798,NORTHEASTERN JUNIOR COLLEGE,CO,80751,www.njc.edu/
5799,SOUTHERN ARKANSAS UNIVERSITY MAIN CAMPUS,AR,71753,https://www.saumag.edu/
5800,SIMPSON COLLEGE,IA,50125,simpson.edu/
5801,LABETTE COMMUNITY COLLEGE,KS,67357,www.labette.edu/
5802,BRAZOSPORT COLLEGE,TX,77566,www.brazosport.edu/
5803,ROSS MEDICAL EDUCATION CENTER-KENTWOOD,MI,49508,www.rosseducation.edu/
5804,CENTURA COLLEGE-CHESAPEAKE,VA,23320,https://www.centuracollege.edu/campuses/chesapeake/
5805,TRICOCI UNIVERSITY OF BEAUTY CULTURE-BRIDGEVIEW,IL,60455,www.tricociuniversity.edu/
5806,EAST WEST COLLEGE OF NATURAL MEDICINE,FL,34234,www.ewcollege.edu/
5807,ROSEMAN UNIVERSITY OF HEALTH SCIENCES,NV,89014,www.roseman.edu/
5808,AVEDA INSTITUTE-TALLAHASSEE,FL,32304,www.beaveda.com/
5809,MILAN INSTITUTE-FRESNO,CA,93704,www.milaninstitute.edu/
5810,NATIONAL CONSERVATORY OF DRAMATIC ARTS,DC,20007,www.theconservatory.org/
5811,CAPE CORAL TECHNICAL COLLEGE,FL,33993,capecoraltech.edu/
5812,YORK COUNTY COMMUNITY COLLEGE,ME,04090,https://www.yccc.edu/
5813,BAYSHIRE ACADEMY OF BEAUTY CRAFT INC,MI,48708,www.bayshirebeautyacademy.edu/
5814,MICHIGAN COLLEGE OF BEAUTY-TROY,MI,48083,michigancollegeofbeautytroy.com/
5815,MISSISSIPPI COLLEGE OF BEAUTY CULTURE,MS,39440,hatfieldsinc.com/
5816,MITCHELLS ACADEMY,NC,27893,www.mitchells.edu/
5817,ILLINOIS MEDIA SCHOOL,IL,60148,www.beonair.com/lombard
5818,PHILADELPHIA COLLEGE OF OSTEOPATHIC MEDICINE,PA,19131,www.pcom.edu/
5819,CLEARY UNIVERSITY,MI,48843,www.cleary.edu/
5820,GLITZ SCHOOL OF COSMETOLOGY,NM,88001,www.glitz.edu/
5821,PONCE HEALTH SCIENCES UNIVERSITY-CENTRO UNIVERSITARIO DE SAN JUAN,PR,00914,https://www.psm.edu/
5822,SAN DIEGO GLOBAL KNOWLEDGE UNIVERSITY,CA,92101,www.sdgku.edu/
5823,PMCA PITTSBURGH MULTICULTURAL COSMETOLOGY ACADEMY,PA,15222,pmcapgh.com
5824,HEALTH-TECH INSTITUTE OF MEMPHIS,TN,38126,www.htim.edu
5825,PONCE HEALTH SCIENCES UNIVERSITY-ST LOUIS,MO,63101,stlouis.psm.edu/#
5826,DERECH HACHAIM SEMINARY,NY,10950,derechhachaimseminary.com
5827,LOTUS SCHOOL OF INTEGRATED PROFESSIONS,VA,23233,lotusva.com
5828,PONCE HEALTH SCIENCES UNIVERSITY-EAST,PR,00731,www.psm.edu
5829,UNIVERSITY OF MARYLAND EASTERN SHORE,MD,21853,www.umes.edu/
5830,MILLIGAN UNIVERSITY,TN,37682,www.milligan.edu/
5831,BELLA ACADEMY OF COSMETOLOGY,WI,54220,www.bellaacademyoshkosh.com/
5832,MANATEE TECHNICAL COLLEGE,FL,34203,manateetech.edu/
5833,PIBERRY INSTITUTE,FL,33033,https://www.piberry.edu/
5834,EASTERN GATEWAY COMMUNITY COLLEGE,OH,43952,www.egcc.edu/
5835,ARTHUR'S BEAUTY COLLEGE,AR,72401,www.arthursbeautycollege.com/
5836,OREGON STATE UNIVERSITY,OR,97331,https://oregonstate.edu/
5837,SOUTHSIDE VIRGINIA COMMUNITY COLLEGE,VA,23821,https://www.southside.edu/
5838,THEOLOGICAL SEMINARY OF THE REFORMED EPISCOPAL CHURCH,PA,19422,www.reseminary.edu/
5839,ROWAN COLLEGE AT BURLINGTON COUNTY,NJ,08054,www.rcbc.edu/
5840,CAPE FEAR COMMUNITY COLLEGE,NC,28401,www.cfcc.edu/
5841,STRAYER UNIVERSITY-SOUTH CAROLINA,SC,29607,www.strayer.edu/campus-locations/south-carolina/greenville
5842,NOVA ACADEMY OF COSMETOLOGY,MN,55901,www.nova-academy.com/
5843,PAUL MITCHELL THE SCHOOL-MILWAUKEE,WI,53072,paulmitchell.edu/milwaukee
5844,COLLEGE OF EASTERN IDAHO,ID,83404,www.cei.edu/
5845,NORTHERN KENTUCKY UNIVERSITY,KY,41099,www.nku.edu/
5846,BEULAH HEIGHTS UNIVERSITY,GA,30316,www.beulah.edu/
5847,HOLISTIC MASSAGE TRAINING INSTITUTE,MD,21218,www.massagetrainingbaltimore.com/
5848,TROY UNIVERSITY,AL,36082,www.troy.edu/
5849,YUBA COLLEGE,CA,95901,https://yc.yccd.edu/
5850,DODGE CITY COMMUNITY COLLEGE,KS,67801,https://dc3.edu/
5851,SOUTHEASTERN OKLAHOMA STATE UNIVERSITY,OK,74701,www.se.edu/
5852,TEXAS A & M UNIVERSITY-COMMERCE,TX,75428,www.tamuc.edu/
5853,RASMUSSEN UNIVERSITY-KANSAS,KS,66606,https://rasmussen.edu/
5854,SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE,CA,92037,https://www.sbpdiscovery.org/education/graduate-school
5855,OHIO UNIVERSITY-EASTERN CAMPUS,OH,43950,https://www.ohio.edu/eastern/
5856,BUTLER TECHNOLOGY AND CAREER DEVELOPMENT SCHOOLS,OH,45050,www.butlertech.org/
5857,U S GRANT JOINT VOCATIONAL SCHOOL,OH,45106,www.grantcareer.com/
5858,JACKSON STATE COMMUNITY COLLEGE,TN,38301,www.jscc.edu/
5859,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-SHELBYVILLE,TN,37160,www.tcatshelbyville.edu/
5860,ROSS MEDICAL EDUCATION CENTER-JOHNSON CITY,TN,37601,www.rosseducation.edu/
5861,UNIVERSITY OF PHOENIX-NORTH CAROLINA,NC,28273,https://www.phoenix.edu/
5862,BUTLER COMMUNITY COLLEGE,KS,67042,www.butlercc.edu/
5863,POMONA COLLEGE,CA,91711,www.pomona.edu/
5864,SAINT MARY'S COLLEGE OF CALIFORNIA,CA,94575,https://www.stmarys-ca.edu/
5865,NATIONAL LOUIS UNIVERSITY,IL,60603,www.nl.edu/
